asin	question	answer	category	imUrl	reviews	annotation_score
B004DRCEDW	  will this work w/a canon t3i? 	  They are made to fit specific lenses, check the circumference of the lens you will be using it with. It will work on any camera. 	Electronics	http://ecx.images-amazon.com/images/I/41NER-6H2jL._SY300_.jpg	"['bought these for my new canon t2i dslr camera, they work great, i like taking close up pictures with them and these filters give me a more up close look and result.', 'used it on my 50mm nikon lense.', 'Works fine with my Canon T4i.', 'Attaching these lenses on the filter ring allows all auto functions to work and create very clear photos.', 'did not work for my lense.', 'These will come in handy for macro shots without my macro lens.', 'These filters do not a macro lens make.', 'have a nikon d90.', 'I did a few test shots with the +10 filter, ring flash [led type] on my Rebel xs by Canon on a 50mm lens, of a Hummel.', 'fits perfect in my canon eos rebelt t3 58mm, turns macro photo easy and you can put one filter over another one to increment the dioptry and take pictures clear, as you need.', 'Quer fazer fotos macro mas no tem grana?', 'Vale muito a pena a compra, excelente custo X benef&iacute;cio!', '&Eacute; disso que voc precisa!', ""can't go wrong."", 'Worth the price!', 'this is how my luck goes with this company', 'if you use them for what they are made for normal conditions on a standard camera close shots and portraits they will work quite good ok', 'this set is as good now and that set was then i still have them but they are a different size they work great on new camera', 'though it has been cloudy a lot i hope this week i will use them while i visit some parks in orlando area', 'this is pretty simple tech so theres not much to be said', 'monopod or tripod will help to steady the camera', 'it is a really amazing set of filters that will amaze you']"	[[1, 1, 1], [3, 1, 1], [3, 1, 1], [0, 0, 1], [1, 1, 3], [0, 0, 0], [1, 0, 1], [1, 0, 1], [2, 1, 0], [1, 3, 3], [2, 0, 0], [0, 0, 2], [0, 0, 0], [0, 0, 2], [0, 0, 0], [0, 0, 0], [2, 3, 1], [0, 2, 1], [1, 0, 0], [1, 0, 0], [0, 3, 0], [0, 0, 2]]
B007C9P3PO	  Does this include accessories to mount to a car headrest? 	  No. This unit does not include accessories to mount to a car headrest. 	Electronics	http://ecx.images-amazon.com/images/I/51-0yNWdK1L._SY300_.jpg	"['It comes with earphones.', 'It has all the features you could wish for.', 'This was a great item for the flipping price!', 'Otherwise this is a very nice DVD player for the car which also plays media on thumb drives (USB) and SD cards.', 'I did when I ordered the extra remote.', 'Several people have talked about all of the extras.', 'You get what you pay for with this little thing.', 'Item came well packaged and all parts were accounted for.', 'The headrest mount seems to be made for this unit as they fit together perfectly.', 'I like how the screen swivels so I can use it in my car with a holder.', 'This will make attaching it to the back of a headrest simple if I ever need to do this.', 'However, it feels cheap -- made out of cheap plastic and really lightweight material.', 'Not only that, we only use it on long car rides, so the total number of uses was maybe 10.', 'Bought for our grandson.', ""We're using this in a mount between the seats and the remote sensor is not far from the front."", 'I wish I bought it earlier.', 'I suggest getting a case for all the parts.', 'this is good information for anyone to know who is considering purchasing this player with the intent of using the usb and if anyone out there already knows how to convert to the desired format for this player i beg you to please either respond to my review and let me know or to please write your own review', 'i bought the dvd player to be able to take my workout dvds to places where i have enough space to exercise without access to a tv screen', 'i have to conclude that anybody with a contrary experience received a lemon and should ask orei for a replacement a request that orei based on my positive experience with their customer support will be disposed to honor', 'this item is currently out of stock so i will have to look for a different one or wait and see how long it takes to get a new one', 'i travel a lot and wanted a small light dvd player to use when im away from home or out of my office because my laptop is heavy to carry', 'bought this for my fiancee to use to watch her german movies on', 'easy to connect to the tv to watch on the large screen', 'you just have to find the spot to press to adjust the volume but it does in fact work', 'the remote controller is not well made so you have to press firm few times to function', 'i was hoping to use it on a trip but ended up picking up one from best buy to have on the trip and returning this one']"	[[1, 0, 0], [2, 1, 3], [1, 1, 1], [0, 0, 2], [0, 0, 1], [0, 0, 0], [0, 0, 0], [2, 0, 1], [1, 1, 1], [1, 1, 2], [2, 1, 1], [2, 1, 0], [1, 0, 3], [0, 0, 0], [1, 3, 1], [0, 0, 1], [0, 1, 0], [0, 0, 2], [1, 0, 0], [1, 0, 0], [1, 0, 0], [0, 0, 2], [0, 0, 1], [1, 1, 1], [1, 1, 0], [3, 1, 0], [2, 1, 2]]
B00AN5PUSE	  Will this fit a 2010 mini? 	  No. This kit is only for units that look as shown 2011 and 2012. In order to add a second HDD in 2009-2010 units you will have to replace the DVD drive with a tray for the second drive. OWC has those kits. Otherwise you could just get a larger drive instead. 	Electronics	http://ecx.images-amazon.com/images/I/310zFgA2pIL._SY300_.jpg	"['Installed this kit in a brand new i7 Mac Mini 2012.', 'A+ Used this kit to upgrade my Late 2012 Mac Mini.', 'Everything fits the late 2012 mac mini.', 'Used for a late 2012 Mac Mini i7.', 'Installed on 2013 Mac Mini without issue.', 'The kit says that it is the proper cable for all mac mini 2011-2012 to add a second drive.', 'I used this to put a Samsung 840 Pro SSD in my late 2012 Mac mini.', 'As a side-note, I replaced my 2010 Macmini Optical drive for a 2nd SSD, this cable is 100% compatible.', 'I purchased this to add a second SSD to my late 2012 Mac Mini.', 'I used this to add an SSD to my 2011 Mac mini.', ""I had a gut feeling that after having purchased the kit, my Mini would be a later model which would 'not' be compatible."", 'If you have a late 2012 Mac Mini with the hard drive in a different location, GOOD NEWS!!', 'Even tough advertized for 2011 and 2012 Minis only, I used the sata cable on a 2010 MAcMini, and it works perfectly.', 'Even though they say this set works for 2012 mac mini, my Late 2012 mac mini did not have a perfect fit as it should have.', 'You will completely disassemble the 2011 mac mini.', 'Early Minis shipped with this connector open to the world.', 'I assume that a Top bay drive Mini will be obvious via inspection through the antenna grill.', '(Mac Mini mid 2011.)', 'The OWC Data Doubler second hard drive kit provides you everything you need to install a second hard drive in a 2011 or 2012 Mac Mini.', 'im not a mac user but this was a gift to a friend who is and it saved his life because is not very easy to add a new hard drive to the mac mini but this kit makes everything easiest', 'this product is exactly what you need to swap or add a hard drive from a 2013 mac mini', 'this kit contains everything you need to add a second hard drive to your 20112012 mac mini including step by step instructions in a color booklet', 'finally be aware that this product is considered a consumable product and they will not issue a refund for it if you follow their recommendation and purchase this one by mistake', 'if i replace another computer with a mini i will use this same kit', 'this kit comes with everything to install a second hard drive to a mac mini mid2011', 'not everyone on here has ripped apart a pc or in this case a mac']"	[[1, 1, 2], [1, 1, 0], [1, 0, 3], [1, 1, 2], [1, 2, 1], [1, 3, 2], [0, 1, 2], [2, 1, 3], [0, 0, 1], [1, 2, 3], [0, 2, 1], [2, 1, 1], [3, 3, 3], [1, 3, 3], [2, 1, 2], [0, 3, 3], [1, 2, 1], [2, 1, 3], [1, 2, 0], [2, 1, 3], [1, 3, 2], [2, 0, 3], [0, 0, 1], [0, 1, 2], [1, 1, 1], [0, 0, 0]]
B0089YMO76	  Will this work with a Garmin 3205 	  You should check with Garmin. They have made some sort of change since their new chartplotter will not work with older gps antennas. Must use this newer one. The reverse may be true. 	Electronics	http://ecx.images-amazon.com/images/I/318A5IPs0rL._SY300_.jpg	['So I had an older Garmin wired to my TackTick.', 'I have it mounted with a good view of the sky and the Garmin 19x HVS works fine for my application.', 'I have tested many of the Garmin 19x HVS capabilities.', 'Using the Garmin utility, I tested  GLONASS both on and off.', 'If you need a GPS to mount to a plotter or other instruments, this is a winner.', 'It uses NMEA 0183 (selectable version 2 or 3 using the Garmin utility).', 'I have used it at 38400 and 4800 baud with the included jumper and with multiple computer Applications.', 'The advantage of GPS+GLONASS in this unit is urban (or rural) canyons where only a few satellites in each system are visible.', 'In open fields, GLONASS provides no benefit in my application (I expect the same is true for any GPS application with a clear view of the sky, like a boat).', 'I achieve better than 3 meter accuracy just using GPS+WAAS in my scouting application.', 'ACCURACYWith a clear view of the sky, I measured the GPS+WAAS accuracy at better than 3 meters (2D-RMS-95%).', 'I was initially interested in the GPS+GLONASS capabilities, 5 Hertz and 10 Hertz Updates, and the claim of improved accuracy.', 'this kit comes with three different mounting options and a ton of cable', 'negativesthe statement 34since more overhead satellites are now visible users will see more accurate fixes in challenging conditions34 needs the addition 34however in less challenging conditions your accuracy will be much worse34', 'summaryits a good gps for my scouting applications and a decent price', 'in challenging conditions where it needs both satellite systems to function at all this unit will do its best']	[[3, 0, 1], [0, 2, 2], [1, 2, 1], [1, 2, 3], [0, 1, 0], [3, 1, 2], [1, 2, 3], [1, 2, 1], [0, 1, 1], [1, 0, 0], [0, 0, 3], [0, 0, 0], [3, 1, 0], [3, 0, 0], [0, 0, 0], [1, 0, 1]]
B000PQJGFO	  Is this still considered a good HD camcorder 	  Yes... 	Electronics	http://ecx.images-amazon.com/images/I/31i5eQwT6tL._SX300_.jpg	"['The still images are not as good as a regular digital camera.', 'You can put video back on the camcorder even after you have taken it off to use the camcorder as a means to play back in HD.', 'This camera takes great video.', 'This Sony Handy cam has the best recorded picture I have seen.', 'The video quality in the night shot is rendered by CMOS Vid sensor.', 'Still picture quality is good, too.', 'The footage is useless.', 'Turning to the digital video camera itself, this unit has fantastic image quality.', 'My film major friend tells me it happens to all digital camcorder with loud music.', 'Simply put it takes amazing quality video in all digital.', 'I looked at six or seven HD camcorders before choosing this one...great camcorder.', 'It seems like a decent camcorder, but I had issues with the Sony people.', 'Picture quality is much better than the last camcorder I bought which was a JVC non-HD camcorder.', ""For a HD camcorder w/ an internal harddrive at ~1100, it's a no brainer."", 'The Sony HDR-SR7 is a great high-def, consumer camcorder.', 'Good camcorder but not enouth zoom and low light sensivity.', ""I'm no camcorder expert, but friends and family are simply stunned by what I've created in a short period of time."", 'Not many camcorders give a better night shot than this.', 'This camcorder was a big disappointment though.', 'Second, the camcorder is very light and small, which is nice in one respect, but also requires a steadier hand to operate.', 'upsides small elegant manual focus high quality still images hd or sd recording modes hdmi output ready for hd tvsdownsides price batteries is 90 mins only lack of mini hdmi cable indoor shots is poor even in hd in hd recording mode you onlycan see the clips in the camera pc and a blueray hd dvd players', 'let jump right into itx the still image quality is great for a camcorderx video quality is incredibly smooth and detailed for its agex mine came with a defective hard drive couldnt record for more that a few minutes without the messagedata error and shutting of what after researching seem to be common with this modelx night shot is an innovative and very practical feature that works greatx to me operating it felt a bit primitive with the small touch screen display the controls felt reminiscent of vhs era', 'this is actually good and bad because itll bring out the colors if you have a monitor to show them but sony advises that you dont shoot in this mode if you dont as it may lead to inaccurate color representation if you dont own a tv that supports this', 'overall im happy and discounting the degree to which anyone is going to rate something theyve bought and committed to higher than they would a nonowned product id recommend this camcorder to anyone who is a technophile and loves hd home theater', 'the sr7 is a good compromise between what i want in a perfect camcorder and what is actually out there in the market', 'i purchased this product as a gift for a new grandmother who is bright and loves high definition tv and video but who is not a technology geek', 'but i have been using sony this is my 3rd camcorder and it usually is good thats why i give it a 3', 'sony getting better all the time this is not my first video camera i started about 20 years ago with the betamovie and with it ive made videos with such good quallity that i didnt change it by the next one the video 8 because it still wasnt better until the first hi8 appeared which was really better than the video 8 and the betamovie after it ive been changing my video cameras each three or four years and once ive tested a panasonic which wasnt bad but ive always felt better with sony and each time i buy a new one i find new good surprices beeing them in the head of those productss tecnology', 'asinb000pqjgfo sony hdrsr7 avchd 6mp 60gb high definition hard disk drive camcorder with 10x optical zoomi like this camcorder very much is really easy to use and very good recordings', 'cables supplied are good though for some reason sony changed their full size hdmi port to a mini version which pretty much sucks for lack of a more technical term as this makes for using their own proprietary cable a pain but the cables can be had for only 30 for a quality one']"	[[2, 2, 1], [1, 0, 1], [1, 2, 0], [2, 3, 3], [1, 1, 1], [3, 2, 2], [0, 0, 0], [2, 2, 2], [2, 1, 0], [2, 1, 2], [3, 3, 3], [3, 3, 2], [2, 1, 2], [3, 2, 3], [3, 2, 2], [3, 3, 3], [1, 3, 2], [1, 2, 3], [2, 2, 3], [0, 1, 3], [2, 3, 2], [2, 3, 2], [1, 2, 3], [3, 2, 3], [2, 3, 3], [2, 0, 1], [2, 3, 3], [3, 3, 3], [3, 2, 2], [1, 0, 2]]
B00007E7NH	  Do these batteries work for the magic flight vaper 	  I have no idea what your question is asking. However, the charger does not work and the batteries, when charged with a different charger don't work for very long. 	Electronics	http://ecx.images-amazon.com/images/I/51w4gnhg5WL._SY300_.jpg	"['They hold a charge and operate items I only operated previously with DuraCell Alkalines.', 'I need 8 batteries for gps and frs raidios.', 'But they never worked.', 'The other two still work in my slow charger.', 'The batteries now work super in my digital camera, cordless mouse, cordless keyboard, and even flashlights.', 'So I thought they are the right AA battery for my camera, which uses AA.', 'Two of the included four-year old DigiPower batteries do still work in the 30Min charger.', 'When I used them in my camera the other day, the camera did not turn on.', ""Put them in the camera, it won't power up."", 'This Charger and batteries worked wonderful for my camera.', 'Bought these for an RC car, after about 4 days 2 of them started leaking, Through all 4 out.', ""I'd say either the batteries or the charger are both worth the price, so I bought 4 of them for my model helicopters."", 'The batteries did exactly what they were expected to do.', 'They are perfect for when the TV remote runs out of battery or when the kids video game controlers do.', 'Popped in some regular old alkaline batteries, and lo and behold, they worked.', 'Works perfectly, and have not had to recharge once after 3 weeks.', 'However, the biggest problem is the batteries themselves started leaking within 6 months of purchase.', 'they were very good batteries, long charges, easy recharges.', 'very pleased with this product I use a lot of AA rechargeables and this unit works fine.', 'leaving the batteries in the charger for as long as a week seemsto make no difference the batteries will charge up enough for about 3 shotsin my digital camera and then nothing', 'the first thing i do when i buy some batteries is label them with a letter for the set and then number each of the batteries', 'originally purchased as emergency batteries for my camera i found that the batteries lasted as long or longer than the nonrechargables i used giving a lot of flexibility in my battery options', 'in fact these batteries have lasted longer on their first charge than the batteries that came with my camera', 'thats what i thought when i read the review about the batteries not charging where the charge light came on for about 15 minutes before turning off again and the batteries never charged', 'to be honest i expect it could have had something to do with using a voltage converter while in another country but one would hope that the manufacturer had allowed for such bizarre occurences as one leaving the united states and wanting to charge batteries while abroad for more than a week', 'batteries really do charge quickly and keep a charge for a long period of time', 'my conclusion is that the charger is of acceptable quality for the price but the batteries are almost of very very low quality', 'i keep two batteries fresh in the charger and two batteries in my camera at all times and it seems to work well for me']"	[[1, 1, 1], [0, 2, 2], [2, 2, 1], [2, 1, 1], [1, 0, 1], [1, 0, 3], [1, 1, 1], [0, 0, 3], [1, 1, 0], [0, 1, 1], [0, 1, 1], [0, 0, 0], [0, 0, 1], [2, 0, 3], [0, 0, 1], [3, 3, 1], [0, 1, 2], [1, 2, 0], [2, 1, 0], [1, 1, 1], [1, 0, 1], [1, 3, 2], [0, 1, 0], [0, 2, 3], [3, 2, 1], [1, 1, 2], [1, 0, 1], [2, 1, 1]]
B00CPZLEK8	  Can a wired keyboard and mouse be connected to the computer? 	  Yes my brother have it 	Electronics	http://ecx.images-amazon.com/images/I/51IV7FMIwqL._SX300_.jpg	['Prefer using the wireless keypad to the on screen touch keypad, because I can type faster using all 10 fingers rather than 2 fingers on the onscreen keypad.', 'before touching the computer!', 'Also, the connection to Wifi is pretty strong (although I use a cable because our wifi at work leaves a lot to be desired.', 'I purchased this as a home office computer.', 'I am not a gamer and use my computer for internet access and offline activities.', 'This computer could easily be portable if needed.', 'Computer looks and works great!!!', 'This thing absolutely flies compared to my clunker laptop.', 'Great computer, does everything I need.', 'I am able to use the computer with hand movements, which is nice from across the room.', 'Love this computer.', 'Loving this computer!', 'Are you kidding me!!??', 'After hooking up my ACER  Aspire Z3-605 I began to &#34;make it mine&#34;.', 'i do blame acer to a certain extent as these compatibility problems must not be a surprise since the clean reinstall is an optionthey should not assume that just because people can afford to buy a computer they are proficient in use of the hardware', 'my friend has worked with the computer tweaked here and there and it still takes about 30 seconds to load between for example my email and google news', '12 callsemailschat sessions resulted in me often having to argue over and over with the service rep that yes this product was supposed to have hdmiin and no the problem was not with the display source', 'comthey are a vendor and it is not their responsibility to be all things to all people', 'i bought a couple of books and sat down to read and study and watch for a black friday price', 'the first woman priya was lovely and instructed me to complete a full wipe away and return to factory settings', 'a friend who an it professional suggested an allinone and it looked like exactly what i needdid not want a laptop and do have a kindle', 'was lucky to find a good price and had my new computer by middec']	[[2, 1, 0], [0, 0, 0], [3, 0, 2], [0, 1, 0], [0, 0, 1], [1, 0, 3], [1, 1, 0], [0, 1, 0], [1, 0, 1], [1, 0, 1], [1, 0, 2], [0, 0, 3], [0, 0, 0], [0, 1, 0], [1, 0, 1], [2, 0, 2], [1, 0, 2], [2, 0, 0], [0, 0, 0], [1, 1, 0], [1, 0, 1], [2, 1, 0]]
B000CLNHXY	  is there light loss using one of these? 	  For sure you loose some light , but that is the goal of this addition to your flash, once mounted it diffuses the light and spreads it in all directions, this way you do not get the real sharp flash light which is often too obvious in flash fotography , it takes the sharp shadows of portraits and lights a room more evenly. 	Electronics	http://ecx.images-amazon.com/images/I/310ctMh3QTL._SY300_.jpg	"['Using the Stofen diffuser, the shadows are softened considerably.', 'Just make sure you compensate for the diffuser by metering accordingly.', 'Great for bouncing and diffusion of light.', 'Camera would calculate the exposure according to direct flash and this product disperse the light, therefore, pictures will be dimmed.', 'I have to replace them every 4 months or so.', 'Pictures of faces using this diffuser look too tanned and I have to correct the color in my photo processing program.', 'It distributes the light from a flash evenly.', 'Does a nice job of removing the glare from too much flash.', 'I find that it is sometimes necessary to compensate for the reduction in direct light on more distant subjects with the flash and or the exposure (with auto exposure settings on the camera).', 'When used the light disperses more evenly and is less harsh on the subject being photographed.', 'Commonly without, you get a nasty shadow or an obvious circle of light around your subject.', 'I asked after wedding rehearsal if bothered by the flash of light when taking pictures.', 'Useless This diffuser is wonderful.', 'I had not lights (except one overhead fluorescent) and this diffuser did the trick when bounced off a wall.', 'The diffuser works as described, but you need to open the lense by an f-stop or two to compensate for the loss.', ""I'd pay twice what this is worth this diffuser when in bounce mode only projects light across a portion of the frame."", 'Say goodbye to redeye w/ this device which slightly softens and spreads the light out evenly on your subject.', 'I had read that some diffusers after time lose their shape so this was a real factor in my decision to buy it.', 'the benefit of this is that light is less harsh and because of the bouncing light there will be less strong shadows and generally more even lighting', 'the only reason i give this 3 stars is that is very very expensive for what it is and there are a lot of alternatives provided you dont mind a diy type of deal and that you dont need to look super professional', 'it makes a world of difference between using one and not using one', 'not much can be said about it it fits on a little looser then the one on my 580which is good because it is a pain to get on and off of the 580 it is a little on the expensive side i mean it is just a piece of thick plastic not much different then the bottom of a rubbing alcohol bottle', 'it does take a few stops of light out though which could mean getting as much as half of the shots from one set of batteries', 'using this diffuser will make your light softer instead of directional its like a soft box of light', 'unlike some other diffusers this one simply goes on top of your flash and is tight enough to stay there', 'my next suggestion after learning to use hard light is to make one out of an empty tuperware container', 'a lot of people make their own diffusers or dont mind using a cheaper unit however ive found that you generally get what you pay for and although these things cant cost more than a few pennies to make stofen at least makes sure the fit is good for each different flash not too tight or too loose and they make it easy for you to find the right one for yours', 'there are many of these diffuser one can buy']"	[[2, 1, 0], [3, 1, 1], [2, 0, 3], [1, 2, 1], [1, 0, 0], [1, 2, 0], [2, 1, 3], [0, 1, 1], [2, 2, 2], [1, 1, 0], [2, 1, 1], [1, 0, 0], [0, 0, 0], [2, 3, 2], [1, 2, 1], [1, 0, 2], [2, 1, 1], [1, 0, 1], [0, 2, 3], [1, 0, 1], [1, 2, 0], [0, 1, 2], [3, 2, 2], [2, 3, 2], [0, 0, 2], [1, 0, 2], [3, 1, 0], [0, 2, 1]]
B00I8BIBCW	  What type of memory SD card should I purchase to go with this? 	  Hi Mk, you can use Memory Stick Duo, Memory Stick PRO Duo, Memory Stick PRO Duo(High Speed), Memory Stick PROHG Duo, Memory Stick Micro, Memory Stick Micro (Mark2), SD/SDHC/SDXC Memory Card, microSD Memory Card, microSDHC Memory Card, Memory Stick XC-HG Duo, microSDXC Memory Card up to 64GB. -Vincent 	Electronics	http://ecx.images-amazon.com/images/I/41RouO%2BYEgL._SX300_.jpg	"['It can easily handle a 16 GB memory card, and it also automatically connects to the computer for uploading pictures.', 'Remember to buy a memory card too!I could not find the special effects for the colors such as grey etc.', ""Can't imagine selling a camera without a memory stick."", 'I now have to go and spend more of my money on a SD card reader so I can easily transfer photos.', ""Until I order that card reader, I have to use a friend's laptop which has a built in SD card reader and move files to a flash drive, and back to my computer, which is a hassle."", ', , very cheap Where do I find a memory stick to fit it.', ""I suppose this camera works well for some, but I can't offer any more than a tepid recommendation that it does work This camera exceeded all of my expectations."", 'Such a nice camera for a cheap price.', 'Have used the camera already, and find it to be everything it should be.', 'Easy to use and easy to transfer pictures to your PC.', 'I found another Sony 8 mp 150, like new and purchased it from a private seller.', 'I wanted to be able to easily take pictures of items and upload them online.', 'Ah, my little camera.', ""Obviously, if you're a serious photographer, this is not the camera for you, but for me, it's great."", 'Needed one for a family member that is getting elderly and cannot work his SLR anymore.', 'beyond the flickering i felt the camera simply took poor photos compared to other cameras i have had even those with 14 to 12 the resolution of this one', 'also i found the camera to be very prone to silhouetting and washout in outdoor use and again this is not simply operator error i am comparing to other similarlypriced cameras i have owned over the years including various casio exilim and fujifilm finepix models', 'this camera takes good photos but i am unable to download them into my asus tablet like i could with a previous canon and other friends cameras', 'i know its a lot to ask from an entrylevel camera but even for basic use i am not comfortable with a camera that seems to miss 2 out of every 3 shots', 'is a good article i arrive on time and in perfect condition not to be a professional camera takes very good pictures just make a suggestion i include an external memory to the article', 'in my opinion some options like scenes or light setup should be acessed with the external bottom without the obligation to go to menu', 'i love this camera it is what i expected other cameras you get it is never what you expect that you get', 'i like the feature that corrects for camera shake as i had sometimes had blurry photos with my older camera and this is much improved with the sony']"	[[1, 3, 3], [2, 1, 0], [0, 0, 1], [1, 0, 1], [1, 3, 1], [1, 0, 0], [3, 1, 1], [0, 1, 0], [1, 0, 0], [1, 0, 0], [0, 1, 0], [0, 1, 0], [2, 0, 0], [1, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 1], [1, 0, 1], [1, 3, 1], [0, 1, 0], [2, 0, 0], [0, 0, 0], [1, 0, 0]]
B00CPYYJGK	  What does the embossed text on the inside cover say? 	  I have no idea 	Electronics	http://ecx.images-amazon.com/images/I/417ZI7xDQfL._SY300_.jpg	"['I like how this keeps with the slim design of the tab 8 note.', 'Once closed, my tablet now looks like a classic diary.', 'The search was on!', 'The case keeps the sleek, small profile of the tablet intact and is lightweight.', 'No more greasy fingerprints on the plastic backing!', 'I was grateful for the warning from other buyers that it ships from Hong Kong and to be patient.', 'The color of this cover is superb.', 'I received my tablet for Christmas (to me from me..lol) and knew I needed a case for my new note 8.0.', ""It doesn't cover the ir transmitter , it has a smart cover function that puts the tablet to sleep when you close it."", 'There is nothing cheap-feeling about this case at ALL...except for the price!3.)', 'The leather is genuine...not that PU stuff I see everywhere which I know is supposed to be some kind of recycled leather, but this is genuine leather...even smells like it.', 'The reddish-brown color which I ended up getting I really liked.', 'As the title states, this is a solid professional and classy case.', 'Mine arrived in about 2.5 weeks, about a week before the projected arrival date.', 'This case seems to be made of good quality leather - light and just the right thickness.3.', 'Received rather quickly, feel nice.', ""Only complaint is how long it took to receive it, but coming from China..I guess that's understandable."", 'It is very high quality and was worth the wait for shipping.', 'This case is worthy of the device and the price is better than anything I saw that is made from plastic and pleather.', 'the only dilemma i have is that the cover in a closed position easily hits the 34home34 button thats raised on the front of the tablet', 'the case closes the old fashioned leather sort of way using a strap and good old friction which works amazingly well on leather', 'the case allows access to all the ports on my tablet', 'but considering thata at least in some user experiences here on amazon clasp magnets are known to partially destroy the sensitivity of the wacom digitizer which actually makes the spen work on your tablet through magnetic resonance after prolonged contactb the note 8', 'the strap mechanism can be used to keep the case open when actually writing on the tablet with the spen', 'not nearly as heavy as my last cover', 'no magnet strap this was my biggest concern but to my surprise the strap is leather through and through', 'the leather is genuine', 'it lacks the sloppy slipsliding feel of plenty of other cases on the market']"	[[3, 0, 0], [0, 0, 1], [0, 0, 0], [0, 3, 0], [0, 0, 0], [0, 1, 0], [0, 0, 0], [0, 2, 1], [1, 1, 0], [0, 0, 0], [0, 0, 2], [0, 0, 0], [1, 0, 0], [0, 0, 0], [0, 0, 0], [0, 0, 0], [0, 1, 1], [1, 0, 0], [0, 1, 2], [0, 0, 1], [3, 1, 0], [0, 1, 0], [1, 0, 2], [0, 0, 1], [0, 2, 1], [0, 0, 0], [0, 2, 1], [1, 0, 0]]
B0002JP072	  Can this keyboard be used on a laptop as an external keyboard? 	  Yeah, that is exactly the use I bought it for, and it acts as any other external USB keyboard. 	Electronics	http://ecx.images-amazon.com/images/I/41NF%2BU2CrpL._SX300_.jpg	"['I previously used the Microsoft bi-lingual keyboard, but it was not well made.', 'It is a very basic keyboard without some of the features that regular keyboards have but it serves my purposes.', 'The only way to truly change keys.', 'This keyboard shipped quick from the seller and worked great.', 'Many keys were not responsive and the space bar in particular was bad.', 'this keyboard, although contructed a bit in a sturdy (or rather old fasioned) way with quite large buttons, is easy to connect.', 'It feels sturdy and now that I have been using it for four months the keys still feel like the keyboard is new.', 'Once we got the language down loaded into the computer with the help of our tech support we can switch back and forth from English to Thai with a click of the mouse.', 'One had to tap it pretty hard for it to work.', 'Give your computer the attention it deserves.', ""Please don't bother with the stickers that wear off after a few key strokes."", 'I thought twice before buying it because of the price 29.99 (at the time), but it has proved an invaluable and sturdy tool, even if you do not use the Thai function frequently.', ""I love it very much and it's easy to read."", 'If I had a wish, then I would have liked to see a bigger back-space key.', 'this keyboard is really good quality as prescribe', 'came as advertised american letters and numbers with thai characters next to them', 'if you need thai characters then this is the only way to go', 'the supplier also provided very detailed helpfull info about how to configure the pc in order to switch between languages', 'this new one here works quite nicely and i do not have any complaints']"	[[3, 0, 1], [0, 2, 1], [0, 0, 2], [0, 2, 1], [0, 1, 1], [3, 1, 3], [2, 2, 0], [1, 0, 0], [2, 0, 1], [0, 0, 1], [1, 0, 0], [0, 3, 0], [0, 0, 0], [1, 0, 0], [1, 0, 3], [2, 0, 0], [1, 1, 0], [1, 2, 0], [1, 0, 0]]
B0043M66XQ	  does it work with ipod nano 4th generation 	  Don't know 	Electronics	http://ecx.images-amazon.com/images/I/31NMtF-LACL._SX300_.jpg	"[""I'm using it with a 2nd Gen iPod touch and everything works fine."", 'I bought this to use with a 4th Generation iPod Touch.', 'I have a newer iPod touch, and last night, tried out this little dock.', 'I have an IPod Touch 3rd gen with IOS 4.2.1.', 'None of the adapters fit the iPod touch, either.', 'The iPhone complained that the it was not compatible with the Speaker.', 'This is a charging dock for your iPhone or iPod Touch that, when used with the corresponding free Alarm Clock app, turns it into a dedicated bedside alarm clock and sound machine.', ""I've used this device with my iPhone4 for about a year."", 'My granddaughter is pleased and enjoy using the dock for charging her ipod and iphone.', 'I have a white noise app on my iPod for sleeping.', 'You may need to change the connector based on what generation iPod or iPhone you have.', 'The box says that this is compatible with just about every ipod and even lists iPod nano and iPod classic.', 'Not a huge issue, but hey they made this product to fit ipod products not them and their other 3rd party accessories so i really cant fault them that much for that.', ""While it certainly won't compete with a full size iPod dock, it works just fine for a hotel room or small bedroom."", 'Despite the packaging saying that this product works with the first generation iPod Touch, there was nothing I could do to make this item work with my Touch.', 'I am very impressed at how fast it charges my Ipod, that alone makes it a great dock.', 'Disappointed:( This review is coming from someone who used only an iPod Classic (160gb), so that I will not be reviewing the alarm clock.', 'the microdock comes with adapters for the ipod classic ipod nano 5g ipod touch 2g iphone 3g3gs and iphone 4', 'it took me nearly ten minutes of fiddling with it to dock my ipod', 'it took me forever to get the ipod to fit onto it so the sound came out of the speakers and then when i moved the dock just a little bit it was enough to make the ipod not be attached anymore so the sound stopped', 'it comes with a very good selection of adapters to use with different ipods', 'the ipod has to be on the alarm clock feature to work for the alarm application and it has a night screen so it dims the clock', 'they included a 3g and a 4g dock adapter along with ipod touch 2g and classic docks but my 3gs did not fit securely in the dock it wiggled around too much and touching the screen caused it to become disconnected more than once']"	[[2, 1, 1], [3, 3, 3], [1, 2, 2], [2, 0, 0], [2, 1, 3], [1, 2, 1], [0, 0, 1], [1, 0, 0], [2, 0, 3], [1, 0, 0], [2, 3, 1], [3, 3, 2], [2, 1, 2], [2, 0, 0], [0, 0, 1], [1, 1, 1], [0, 0, 1], [1, 3, 2], [2, 2, 1], [2, 3, 1], [1, 1, 2], [0, 1, 2], [2, 2, 2]]
